"collection_type","collection_year","cruise_number","date_collected","final_age","length","read_age","readability","region","sex","species_code","specimen","test_age","vessel_code","weight","description","common_name"
"survey",2018,201801,"2018-07-21 19:05:50",1,160,1,1,"Bering Sea",1,21740,561,NA,162,26,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 19:05:50",5,470,5,1,"Bering Sea",2,21740,562,NA,162,732,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 19:05:50",6,470,6,1,"Bering Sea",2,21740,563,NA,162,702,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 19:05:50",10,550,10,2,"Bering Sea",2,21740,564,10,162,914,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:44:45",9,490,9,2,"Bering Sea",1,21740,565,NA,162,912,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:44:45",8,510,8,2,"Bering Sea",2,21740,566,NA,162,980,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:44:45",9,520,9,2,"Bering Sea",2,21740,567,NA,162,922,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:44:45",6,500,6,1,"Bering Sea",2,21740,568,NA,162,758,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:44:45",9,530,10,1,"Bering Sea",2,21740,569,9,162,988,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 10:30:22",5,450,5,1,"Bering Sea",1,21740,570,NA,162,620,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 10:30:22",9,490,9,2,"Bering Sea",1,21740,571,NA,162,484,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 10:30:22",6,430,6,2,"Bering Sea",2,21740,572,NA,162,554,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 10:30:22",4,410,4,2,"Bering Sea",2,21740,573,NA,162,454,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 10:30:22",9,530,9,1,"Bering Sea",2,21740,574,9,162,1088,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 13:03:14",1,150,1,1,"Bering Sea",1,21740,575,NA,162,24,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 13:03:14",5,400,5,1,"Bering Sea",1,21740,576,NA,162,430,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 13:03:14",6,460,6,2,"Bering Sea",1,21740,577,NA,162,776,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 13:03:14",5,410,5,1,"Bering Sea",1,21740,578,NA,162,568,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 13:03:14",7,520,6,2,"Bering Sea",2,21740,579,7,162,994,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 13:03:14",5,450,5,1,"Bering Sea",2,21740,580,NA,162,654,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 15:43:03",5,410,5,1,"Bering Sea",1,21740,581,NA,162,478,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 15:43:03",4,450,4,1,"Bering Sea",1,21740,582,NA,162,662,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 15:43:03",6,420,6,2,"Bering Sea",2,21740,583,NA,162,536,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 15:43:03",6,500,6,1,"Bering Sea",2,21740,584,6,162,834,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 15:43:03",5,490,5,2,"Bering Sea",2,21740,585,NA,162,852,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 07:49:26",1,160,1,1,"Bering Sea",2,21740,586,NA,162,28,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 07:49:26",8,540,8,2,"Bering Sea",2,21740,587,NA,162,1076,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 07:49:26",5,390,5,1,"Bering Sea",2,21740,588,NA,162,376,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 07:49:26",5,380,5,1,"Bering Sea",2,21740,589,5,162,462,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 07:49:26",5,430,5,1,"Bering Sea",1,21740,590,NA,162,520,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 07:49:26",5,450,5,2,"Bering Sea",1,21740,591,NA,162,630,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 10:27:28",6,480,6,2,"Bering Sea",1,21740,592,NA,162,620,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 10:27:28",10,480,10,2,"Bering Sea",1,21740,593,NA,162,630,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 10:27:28",1,140,1,1,"Bering Sea",1,21740,594,1,162,14,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 10:27:28",7,460,7,2,"Bering Sea",2,21740,595,NA,162,618,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 10:27:28",6,420,6,2,"Bering Sea",2,21740,596,NA,162,594,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 10:27:28",6,490,6,1,"Bering Sea",2,21740,597,NA,162,842,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 13:29:59",7,460,7,2,"Bering Sea",1,21740,598,NA,162,612,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 13:29:59",7,460,7,2,"Bering Sea",1,21740,599,7,162,732,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 13:29:59",5,420,5,1,"Bering Sea",1,21740,600,NA,162,510,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 13:29:59",5,410,5,1,"Bering Sea",1,21740,601,NA,162,470,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 13:29:59",6,460,6,2,"Bering Sea",2,21740,602,NA,162,822,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 16:09:40",1,170,1,2,"Bering Sea",1,21740,603,NA,162,28,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 16:09:40",8,490,8,2,"Bering Sea",1,21740,604,8,162,718,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 16:09:40",10,510,10,2,"Bering Sea",1,21740,605,NA,162,1060,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 16:09:40",5,390,5,2,"Bering Sea",1,21740,606,NA,162,420,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 16:09:40",5,430,5,2,"Bering Sea",2,21740,607,NA,162,610,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-26 16:09:40",5,420,5,2,"Bering Sea",2,21740,608,NA,162,494,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 07:52:24",10,580,12,2,"Bering Sea",1,21740,609,9,162,1034,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 07:52:24",6,440,6,2,"Bering Sea",1,21740,610,NA,162,618,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 07:52:24",5,430,5,1,"Bering Sea",1,21740,611,NA,162,644,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 07:52:24",10,520,10,2,"Bering Sea",1,21740,612,NA,162,882,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 07:52:24",5,440,5,1,"Bering Sea",2,21740,613,NA,162,582,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 07:52:24",1,180,1,1,"Bering Sea",2,21740,614,1,162,36,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 10:51:56",6,420,6,2,"Bering Sea",1,21740,615,NA,162,618,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 10:51:56",5,460,5,1,"Bering Sea",2,21740,616,NA,162,662,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 10:51:56",5,430,5,1,"Bering Sea",2,21740,617,NA,162,608,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 10:51:56",5,500,5,1,"Bering Sea",2,21740,618,NA,162,826,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 10:51:56",5,410,5,1,"Bering Sea",2,21740,619,5,162,516,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 16:01:39",6,410,6,2,"Bering Sea",1,21740,620,NA,162,448,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 16:01:39",6,470,6,2,"Bering Sea",2,21740,621,NA,162,752,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 16:01:39",5,420,5,1,"Bering Sea",2,21740,622,NA,162,536,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 16:01:39",6,480,6,2,"Bering Sea",2,21740,623,NA,162,696,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 16:01:39",5,450,5,1,"Bering Sea",2,21740,624,5,162,592,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 18:31:39",6,430,6,1,"Bering Sea",1,21740,625,NA,162,546,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 18:31:39",5,420,5,1,"Bering Sea",1,21740,626,NA,162,422,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 18:31:39",5,420,5,1,"Bering Sea",1,21740,627,NA,162,482,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 18:31:39",6,490,6,2,"Bering Sea",2,21740,628,NA,162,794,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-27 18:31:39",5,430,5,1,"Bering Sea",2,21740,629,5,162,526,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 07:53:35",5,440,5,1,"Bering Sea",1,21740,630,NA,162,582,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 07:53:35",5,420,5,1,"Bering Sea",1,21740,631,NA,162,442,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 07:53:35",5,410,5,2,"Bering Sea",1,21740,632,NA,162,506,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 07:53:35",5,470,5,1,"Bering Sea",2,21740,633,NA,162,704,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 07:53:35",5,450,5,2,"Bering Sea",2,21740,634,7,162,642,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 10:24:30",5,440,5,1,"Bering Sea",1,21740,635,NA,162,664,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 10:24:30",6,450,6,2,"Bering Sea",1,21740,636,NA,162,610,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 10:24:30",7,460,7,2,"Bering Sea",2,21740,637,NA,162,650,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 10:24:30",5,400,5,2,"Bering Sea",2,21740,638,NA,162,466,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 10:24:30",5,480,5,2,"Bering Sea",2,21740,639,5,162,816,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 13:11:00",5,420,5,2,"Bering Sea",1,21740,640,NA,162,486,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 13:11:00",6,450,6,2,"Bering Sea",1,21740,641,NA,162,634,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 13:11:00",6,430,6,2,"Bering Sea",1,21740,642,NA,162,598,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 13:11:00",5,430,5,2,"Bering Sea",2,21740,643,NA,162,600,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 13:11:00",5,450,5,1,"Bering Sea",2,21740,644,5,162,688,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 15:53:28",5,380,5,1,"Bering Sea",1,21740,645,NA,162,404,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 15:53:28",4,360,4,1,"Bering Sea",1,21740,646,NA,162,342,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 15:53:28",10,510,10,2,"Bering Sea",1,21740,647,NA,162,846,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 15:53:28",5,400,5,1,"Bering Sea",2,21740,648,NA,162,470,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-28 15:53:28",6,440,6,2,"Bering Sea",2,21740,649,6,162,692,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 07:51:35",6,460,6,1,"Bering Sea",2,21740,650,NA,162,624,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 07:51:35",6,450,6,2,"Bering Sea",2,21740,651,NA,162,614,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 07:51:35",5,410,5,1,"Bering Sea",1,21740,652,NA,162,490,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 07:51:35",9,510,9,2,"Bering Sea",1,21740,653,NA,162,758,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 07:51:35",1,170,1,2,"Bering Sea",1,21740,654,1,162,22,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 10:39:56",4,360,4,2,"Bering Sea",1,21740,655,NA,162,338,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 10:39:56",7,420,7,2,"Bering Sea",2,21740,656,NA,162,486,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 10:39:56",11,510,11,2,"Bering Sea",2,21740,657,NA,162,972,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 10:39:56",10,570,10,2,"Bering Sea",2,21740,658,NA,162,1238,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 10:39:56",2,250,2,1,"Bering Sea",2,21740,659,2,162,100,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 13:08:54",6,510,6,2,"Bering Sea",1,21740,660,NA,162,880,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 13:08:54",5,440,5,2,"Bering Sea",1,21740,661,NA,162,556,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 13:08:54",6,450,6,2,"Bering Sea",2,21740,662,NA,162,606,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 13:08:54",6,490,6,2,"Bering Sea",2,21740,663,NA,162,670,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 13:08:54",9,530,NA,3,"Bering Sea",2,21740,664,9,162,1246,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 16:52:22",1,170,1,2,"Bering Sea",1,21740,665,NA,162,32,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 16:52:22",2,270,2,1,"Bering Sea",1,21740,666,NA,162,122,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 16:52:22",5,340,5,1,"Bering Sea",1,21740,667,NA,162,284,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 16:52:22",6,430,6,1,"Bering Sea",2,21740,668,NA,162,510,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 16:52:22",5,420,5,1,"Bering Sea",2,21740,669,5,162,492,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-29 16:52:22",5,420,5,1,"Bering Sea",2,21740,670,NA,162,484,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 07:45:34",2,240,2,1,"Bering Sea",1,21740,671,NA,162,84,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 07:45:34",2,250,2,1,"Bering Sea",1,21740,672,NA,162,98,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 07:45:34",2,180,2,1,"Bering Sea",1,21740,673,NA,162,44,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 07:45:34",2,250,2,2,"Bering Sea",1,21740,674,2,162,104,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 07:45:34",9,530,9,2,"Bering Sea",2,21740,675,NA,162,858,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 10:33:23",2,200,2,1,"Bering Sea",1,21740,676,NA,162,52,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 10:33:23",5,440,5,1,"Bering Sea",1,21740,677,NA,162,570,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 10:33:23",1,150,1,1,"Bering Sea",2,21740,678,NA,162,24,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 10:33:23",7,450,7,2,"Bering Sea",2,21740,679,6,162,638,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 10:33:23",5,440,5,2,"Bering Sea",2,21740,680,NA,162,550,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 13:32:49",1,190,1,1,"Bering Sea",1,21740,681,NA,162,40,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 13:32:49",1,170,1,1,"Bering Sea",1,21740,682,NA,162,22,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 13:32:49",2,210,2,1,"Bering Sea",2,21740,683,NA,162,52,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 13:32:49",2,240,2,1,"Bering Sea",2,21740,684,2,162,90,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 13:32:49",3,230,3,2,"Bering Sea",2,21740,685,NA,162,74,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 16:02:14",8,470,8,2,"Bering Sea",1,21740,686,NA,162,612,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 16:02:14",2,230,2,1,"Bering Sea",2,21740,687,NA,162,92,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 16:02:14",7,460,7,1,"Bering Sea",2,21740,688,NA,162,628,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 16:02:14",2,250,2,1,"Bering Sea",2,21740,689,2,162,116,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-30 16:02:14",1,150,1,1,"Bering Sea",2,21740,690,NA,162,26,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 07:39:51",2,220,2,1,"Bering Sea",1,21740,691,NA,162,76,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 07:39:51",2,220,2,1,"Bering Sea",1,21740,692,NA,162,72,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 07:39:51",6,450,6,1,"Bering Sea",1,21740,693,NA,162,578,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 07:39:51",2,230,2,2,"Bering Sea",2,21740,694,2,162,72,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 07:39:51",3,300,3,1,"Bering Sea",2,21740,695,NA,162,180,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 10:44:11",1,150,1,2,"Bering Sea",3,21740,696,NA,162,20,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 10:44:11",1,170,1,1,"Bering Sea",1,21740,697,NA,162,34,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 10:44:11",6,440,6,1,"Bering Sea",1,21740,698,NA,162,502,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 10:44:11",3,320,3,1,"Bering Sea",1,21740,699,3,162,180,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 10:44:11",4,370,4,1,"Bering Sea",2,21740,700,NA,162,324,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 13:28:46",3,310,3,2,"Bering Sea",1,21740,701,NA,162,204,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 13:28:46",6,440,6,2,"Bering Sea",1,21740,702,NA,162,508,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 13:28:46",6,460,6,2,"Bering Sea",1,21740,703,NA,162,590,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 13:28:46",6,480,6,1,"Bering Sea",1,21740,704,6,162,672,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 13:28:46",1,160,1,1,"Bering Sea",2,21740,705,NA,162,34,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 13:28:46",5,440,5,1,"Bering Sea",2,21740,706,NA,162,548,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-31 16:31:26",3,250,3,2,"Bering Sea",1,21740,707,NA,162,98,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
